artist,date,genre,pixelsx,pixelsy,size_bytes,source,style,title,in_train,new_filename
Edmund Dulac,,illustration,528.0,640.0,108340.0,wikiart,Art Nouveau (Modern),Stealers of Light by the Queen of Romania,TRUE,54425.jpg
Edmund Dulac,,illustration,600.0,832.0,127023.0,wikiart,Art Nouveau (Modern),"The Face of wretched Man, The Rubaiyat of Omar Khayyam",TRUE,10233.jpg
Edmund Dulac,,illustration,600.0,759.0,285807.0,wikiart,Art Nouveau (Modern),The Snow Queen Flies Through the Winter's Night,TRUE,2302.jpg
Edmund Dulac,,illustration,635.0,700.0,170138.0,wikiart,Art Nouveau (Modern),"Medea (Tanglewood Tales, The Minotaur)",TRUE,36681.jpg
Edmund Dulac,,illustration,600.0,822.0,122273.0,wikiart,Art Nouveau (Modern),"Morning, The Rubaiyat of Omar Khayyam",TRUE,54730.jpg
Edmund Dulac,,illustration,600.0,739.0,94644.0,wikiart,Art Nouveau (Modern),The Little Mermaid Saved the Prince,TRUE,25717.jpg
Edouard Cortes,,cityscape,1071.0,750.0,818237.0,wikiart,Post-Impressionism,Champs-Élysées,TRUE,56233.jpg
Edouard Cortes,,cityscape,1052.0,750.0,1057623.0,wikiart,Post-Impressionism,Champs-Élysées,TRUE,50368.jpg
Edouard Cortes,,cityscape,852.0,600.0,422263.0,wikiart,Post-Impressionism,Place de la Madeleine,TRUE,85967.jpg
Edouard Cortes,,cityscape,1058.0,750.0,1046232.0,wikiart,Post-Impressionism,In three fourths,TRUE,19272.jpg
Edouard Cortes,,cityscape,1044.0,750.0,1338227.0,wikiart,Post-Impressionism,Champs-Élysées,TRUE,84856.jpg
Edouard Cortes,,cityscape,1085.0,750.0,956323.0,wikiart,Post-Impressionism,Bouquinistes,TRUE,47613.jpg
Edouard Cortes,,cityscape,1000.0,673.0,237863.0,wikiart,Post-Impressionism,"Boulevard Bonne Nouvelle, Porte St. Denis",TRUE,95127.jpg
Edouard Cortes,,cityscape,600.0,428.0,56824.0,wikiart,Post-Impressionism,Rue Royale Concorde,TRUE,36570.jpg
Edouard Debat-Ponsan,1898.0,allegorical painting,555.0,894.0,162026.0,wikiart,Academicism,La Vérité sortant du puits,TRUE,46122.jpg
Edouard Debat-Ponsan,1886.0,genre painting,1280.0,984.0,261165.0,wikiart,Academicism,Coin de vigne,TRUE,42437.jpg
Edouard Debat-Ponsan,1896.0,history painting,482.0,600.0,82114.0,wikiart,Academicism,Le Cardinal Loménie de Brienne,TRUE,94883.jpg
Edouard Debat-Ponsan,,animal painting,640.0,403.0,66442.0,wikiart,Academicism,Le soir dans les ramières,TRUE,65232.jpg
Edouard Debat-Ponsan,1883.0,nude painting (nu),1024.0,684.0,223474.0,wikiart,Academicism,Le Massage au Hamam,TRUE,54086.jpg
Edouard Debat-Ponsan,1880.0,history painting,978.0,768.0,238430.0,wikiart,Academicism,Un matin devant la porte du Louvre,TRUE,47887.jpg
Edouard Debat-Ponsan,,genre painting,640.0,470.0,102499.0,wikiart,Academicism,Paysannerie,TRUE,69221.jpg
Edouard Debat-Ponsan,1886.0,genre painting,633.0,850.0,148171.0,wikiart,Academicism,Preparing the flower arrangement,TRUE,59607.jpg
Edouard Manet,1879,portrait,853.0,1104.0,188751.0,wikiart,Impressionism,Woman with a gold pin,TRUE,52674.jpg
Edouard Manet,1864,still life,2307.0,1388.0,1686014.0,wikiart,Realism,Still Life: Fruits on a Table,TRUE,32576.jpg
Edouard Manet,1873,genre painting,1109.0,903.0,170183.0,wikiart,Impressionism,Tarring the Boat,TRUE,16558.jpg
Edouard Manet,1882,portrait,664.0,1094.0,134235.0,wikiart,Impressionism,Young woman in a negligee,TRUE,39623.jpg
Edouard Manet,c.1863,sketch and study,1040.0,907.0,208570.0,wikiart,Realism,Woman writing,TRUE,87921.jpg
Edouard Manet,1882,landscape,1562.0,1996.0,836353.0,wikiart,Realism,The garden around Manet's house,TRUE,34484.jpg
Edouard Manet,1854,literary painting,800.0,644.0,114725.0,wikiart,Realism,The barque of Dante (Copy after Delacroix),TRUE,44130.jpg
Edouard Manet,1878,portrait,1314.0,1790.0,341660.0,wikiart,Realism,Eva Gonzales,TRUE,25800.jpg
Edouard Vuillard,1913,genre painting,929.0,762.0,415620.0,wikiart,Post-Impressionism,Figures Eating in a Garden by the Water,TRUE,83708.jpg
Edouard Vuillard,1899,genre painting,4128.0,5034.0,11503205.0,wikiart,Japonism,The two sisters,TRUE,57090.jpg
Edouard Vuillard,1915,interior,826.0,901.0,841461.0,wikiart,Intimism,Madame Losse Hessel in Vuillard's Studio,TRUE,68633.jpg
Edouard Vuillard,1895,portrait,704.0,998.0,693268.0,wikiart,Intimism,Woman with a Cup of Coffee,TRUE,45631.jpg
Edouard Vuillard,1921,still life,951.0,831.0,460260.0,wikiart,Intimism,Still Life with Flowers,TRUE,63312.jpg
Edouard Vuillard,1894,genre painting,735.0,970.0,307973.0,wikiart,Post-Impressionism,Good Children,TRUE,3476.jpg
Edouard Vuillard,1895,cityscape,1203.0,2000.0,2401772.0,wikiart,Cloisonnism,The Chestnuts,TRUE,19213.jpg
Edouard Vuillard,1907,landscape,853.0,664.0,290964.0,wikiart,Post-Impressionism,Silver Trees,TRUE,13424.jpg
Eduard von Gebhardt,1896.0,religious painting,1024.0,751.0,239257.0,wikipedia,Romanticism,The Raising of Lazarus,TRUE,31925.jpg
Eduard von Gebhardt,1881.0,portrait,669.0,1024.0,115666.0,wikipedia,Romanticism,Bildnis eines Malers vor der Staffelei,TRUE,10950.jpg
Eduard von Gebhardt,1911.0,portrait,514.0,649.0,99017.0,wikiart,Realism,Portrait Of A Man,TRUE,80297.jpg
Eduard von Gebhardt,1913.0,portrait,378.0,500.0,116454.0,wikiart,Realism,Portrait of an Old Man,TRUE,87780.jpg
Eduard von Gebhardt,,portrait,406.0,510.0,98329.0,wikiart,Realism,A Young Woman With A Wineglass,TRUE,101615.jpg
Eduard von Gebhardt,,portrait,384.0,500.0,139433.0,wikiart,Realism,Portrait of a Bearded Man (Head of an Apostle?),TRUE,81226.jpg
Eduard von Gebhardt,1908.0,religious painting,500.0,434.0,207468.0,wikiart,Realism,Let the Little Children Come Unto Me,TRUE,50400.jpg
Eduard von Gebhardt,1922.0,portrait,394.0,500.0,149219.0,wikiart,Realism,Man Reading,TRUE,49675.jpg
Eduardo Paolozzi,1952,figurative,450.0,600.0,85071.0,wikiart,Pop Art,Bunk! Evadne in Green Dimension,TRUE,20032.jpg
Eduardo Paolozzi,1944,,768.0,1102.0,74086.0,wikiart,,michelangeloduplicate,TRUE,50944.jpg
Eduardo Paolozzi,1950,figurative,1536.0,1063.0,166372.0,wikiart,Pop Art,Windtunnel Test,TRUE,101746.jpg
Eduardo Paolozzi,1948,figurative,782.0,1150.0,190515.0,wikiart,Pop Art,It's a Psychological Fact Pleasure Helps your Disposition,TRUE,57128.jpg
Eduardo Paolozzi,1950,figurative,914.0,1166.0,113768.0,wikiart,Pop Art,Real Gold,TRUE,94268.jpg
Eduardo Paolozzi,1948,figurative,1011.0,1536.0,250775.0,wikiart,Pop Art,Dr. Pepper,TRUE,13426.jpg
Eduardo Paolozzi,1949,figurative,1536.0,1032.0,271329.0,wikiart,Pop Art,Real Gold,TRUE,57677.jpg
Eduardo Paolozzi,1947,figurative,344.0,512.0,36894.0,wikiart,Pop Art,I Was a Rich Man's Plaything,TRUE,57496.jpg
Eduardo Viana,1925.0,landscape,450.0,419.0,41827.0,wikiart,Orphism,A ponte de D. Maria,TRUE,16227.jpg
Eduardo Viana,,genre painting,640.0,565.0,68485.0,wikiart,Post-Impressionism,Untitled,TRUE,39117.jpg
Eduardo Viana,1943.0,still life,343.0,450.0,32962.0,wikiart,Post-Impressionism,Guitarra Minhota,TRUE,60568.jpg
Eduardo Viana,1923.0,cityscape,450.0,338.0,34097.0,wikiart,Post-Impressionism,Pousada de Ciganos,TRUE,652.jpg
Eduardo Viana,1915.0,still life,565.0,463.0,35947.0,wikiart,Post-Impressionism,Louça de Barcelos,TRUE,33049.jpg
Eduardo Viana,1916.0,still life,571.0,480.0,44219.0,wikiart,Cubism,K4 Quadrado Azul,TRUE,9438.jpg
Eduardo Viana,1947.0,still life,355.0,450.0,29099.0,wikiart,Post-Impressionism,Composição,TRUE,16335.jpg
Eduardo Viana,1919.0,portrait,426.0,500.0,169501.0,wikiart,Orphism,Rapaz das louças,TRUE,4380.jpg
Edvard Munch,1921.0,landscape,700.0,577.0,131676.0,wikiart,Expressionism,The Wave,TRUE,82139.jpg
Edvard Munch,1912.0,landscape,1738.0,1400.0,430551.0,wikipedia,Expressionism,The yellow log,TRUE,98635.jpg
Edvard Munch,1895.0,landscape,800.0,668.0,119673.0,wikiart,Symbolism,Moon Light,TRUE,89281.jpg
Edvard Munch,1896.0,nude painting (nu),609.0,800.0,101188.0,wikiart,Expressionism,Paris Nude,TRUE,6372.jpg
Edvard Munch,1892.0,genre painting,1521.0,974.0,262369.0,wikiart,Expressionism,By the Roulette,TRUE,47304.jpg
Edvard Munch,1883.0,genre painting,1330.0,1989.0,561526.0,wikiart,Realism,Girl Kindling a Stove,TRUE,16742.jpg
Edvard Munch,1903.0,self-portrait,496.0,600.0,45191.0,wikiart,Expressionism,Self-Portrait in Hell,TRUE,22698.jpg
Edvard Munch,1897.0,design,908.0,1368.0,229673.0,wikiart,Expressionism,The Flower of Pain,TRUE,31093.jpg
Edvard Weie,1941,mythological painting,400.0,518.0,67677.0,wikipedia,Post-Impressionism,Faun and Nymph,TRUE,96521.jpg
Edvard Weie,,cityscape,461.0,600.0,144229.0,wikiart,Post-Impressionism,"Fra Classensgade, regnvejr",TRUE,60576.jpg
Edvard Weie,,still life,1600.0,1571.0,382566.0,wikiart,Post-Impressionism,Opstilling. Udateret,TRUE,82767.jpg
Edvard Weie,1915,landscape,589.0,600.0,172603.0,wikiart,Post-Impressionism,"Sunrise, Christiansø",TRUE,9228.jpg
Edvard Weie,1924,abstract,630.0,600.0,174073.0,wikiart,Post-Impressionism,View of Langelinie,TRUE,26771.jpg
Edvard Weie,1906,cityscape,800.0,647.0,130591.0,wikiart,Post-Impressionism,"View over Wilder's Square, Christianshavn",TRUE,18467.jpg
Edvard Weie,1923,mythological painting,1083.0,1200.0,507182.0,wikiart,Post-Impressionism,Mars og Venus,TRUE,96210.jpg
Edvard Weie,1932,literary painting,402.0,404.0,40531.0,wikiart,Post-Impressionism,Dante and Vergil in the Underworld,TRUE,44824.jpg
Edward Corbett,1950,abstract,475.0,502.0,37296.0,wikiart,Color Field Painting,Untitled #3,TRUE,57115.jpg
Edward Corbett,1951,abstract,537.0,636.0,72492.0,wikiart,Abstract Expressionism,Untitled,TRUE,74905.jpg
Edward Corbett,1969,abstract,351.0,476.0,12139.0,wikiart,Color Field Painting,Untitled,TRUE,93549.jpg
Edward Corbett,1959,abstract,350.0,476.0,23270.0,wikiart,Abstract Expressionism,White Provincetown,TRUE,92015.jpg
Edward Corbett,1966,abstract,493.0,570.0,64174.0,wikiart,Color Field Painting,Provincetown Summer 1966 I,TRUE,96172.jpg
Edward Corbett,1950,abstract,500.0,606.0,47652.0,wikiart,Abstract Expressionism,Untitled (Black Painting),TRUE,92575.jpg
Edward Corbett,1964,abstract,406.0,490.0,15045.0,wikiart,Color Field Painting,"Washington, D.C., October #8, 1964",TRUE,96498.jpg
Edward Corbett,1971,abstract,452.0,570.0,29358.0,wikiart,Abstract Expressionism,Washington D.C. #1,TRUE,97203.jpg
Edward Hicks,1825,literary painting,1376.0,1125.0,217133.0,wikiart,Naïve Art (Primitivism),View from the Tempest ,TRUE,1362.jpg
Edward Hicks,1825,religious painting,1280.0,1000.0,537754.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,TRUE,3320.jpg
Edward Hicks,1833,religious painting,1200.0,887.0,527604.0,wikipedia,Naïve Art (Primitivism),Peaceable Kingdom ,TRUE,89402.jpg
Edward Hicks,1844,religious painting,1260.0,965.0,550177.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,TRUE,64681.jpg
Edward Hicks,1831,religious painting,1110.0,931.0,510322.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,TRUE,35009.jpg
Edward Hicks,1835,religious painting,1140.0,841.0,542944.0,wikiart,Naïve Art (Primitivism),Penn's Treaty ,TRUE,3712.jpg
Edward Hicks,1848,animal painting,957.0,706.0,60316.0,wikiart,Naïve Art (Primitivism),The Cornell Farm ,TRUE,68271.jpg
Edward Hicks,1848,religious painting,1110.0,987.0,518948.0,wikiart,Naïve Art (Primitivism),Peaceable Kingdom ,TRUE,32381.jpg
Edward Hopper,1942,cityscape,1769.0,981.0,118836.0,wikiart,Social Realism,Nighthawks,TRUE,38827.jpg
Edward Hopper,1943,landscape,650.0,503.0,110435.0,wikiart,New Realism,Saltillo Mansion,TRUE,75332.jpg
Edward Hopper,1929,interior,847.0,600.0,41510.0,wikiart,New Realism,Baptistry of St. John's,TRUE,53019.jpg
Edward Hopper,1951,interior,1000.0,734.0,895015.0,wikiart,New Realism,Rooms By The Sea,TRUE,40994.jpg
Edward Hopper,1919,landscape,1066.0,779.0,1469707.0,wikiart,New Realism,"Blackhead, Monhegan",TRUE,25956.jpg
Edward Hopper,1925,landscape,800.0,543.0,221980.0,wikiart,New Realism,D. & R. G. Locomotive,TRUE,35649.jpg
Edward Hopper,1903,portrait,638.0,797.0,319739.0,wikiart,New Realism,Self-Portrait,TRUE,44786.jpg
Edward Hopper,1937,landscape,528.0,376.0,75440.0,wikiart,New Realism,White River at Sharon,TRUE,59578.jpg
Edward Mitchell Bannister,1880,landscape,752.0,524.0,71307.0,wikiart,Tonalism,Sunset,TRUE,6313.jpg
Edward Mitchell Bannister,1886,landscape,699.0,464.0,97154.0,wikiart,Tonalism,Approaching Storm,TRUE,40433.jpg
Edward Mitchell Bannister,1869,portrait,1400.0,1693.0,232340.0,wikiart,Tonalism,Newspaper Boy,TRUE,16524.jpg
Edward Mitchell Bannister,1891,pastorale,600.0,396.0,118025.0,wikiart,Tonalism,After the Bath,TRUE,61779.jpg
Edward Mitchell Bannister,1899,landscape,1280.0,936.0,284632.0,wikiart,Tonalism,Summer Twilight,TRUE,47757.jpg
Edward Mitchell Bannister,1879,landscape,813.0,494.0,94227.0,wikiart,Tonalism,Landscape with Woman Walking on Path,TRUE,89297.jpg
Edward Mitchell Bannister,1889,landscape,1400.0,978.0,169439.0,wikiart,Tonalism,Landscape,TRUE,51753.jpg
Edward Mitchell Bannister,1899,cityscape,1253.0,1799.0,3290964.0,wikiart,Tonalism,Boston Street Scene (Boston Common),TRUE,50912.jpg
Edward R. Taylor,,landscape,750.0,425.0,97000.0,wikiart,Romanticism,The Avon from Bideford,TRUE,96745.jpg
Edward R. Taylor,1881.0,interior,800.0,449.0,56785.0,wikiart,Romanticism,"Birmingham Reference Library, the Reading Room ",TRUE,15159.jpg
Edward R. Taylor,1865.0,portrait,1024.0,768.0,121704.0,wikiart,Romanticism,Portrait of a child ,TRUE,74915.jpg
Edward R. Taylor,,landscape,944.0,409.0,69720.0,wikiart,Romanticism,Lincoln Cathedral from the Witham,TRUE,58893.jpg
Edward R. Taylor,1883.0,genre painting,944.0,618.0,113446.0,wikiart,Romanticism,Twas a Famous Victory ,TRUE,42465.jpg
Edward R. Taylor,,genre painting,683.0,1000.0,179294.0,wikiart,Romanticism,Elegant Ladies By A Fountain,TRUE,40881.jpg
Edward R. Taylor,1880.0,cityscape,1024.0,768.0,270002.0,wikiart,Romanticism,Clovelly ,TRUE,51730.jpg
Edward R. Taylor,1911.0,landscape,576.0,343.0,37927.0,wikiart,Romanticism,"Lincoln Cathedral, Evening ",TRUE,75417.jpg
Edwin Henry Landseer,1828,animal painting,709.0,555.0,26656.0,wikiart,Romanticism,Jocko with a Hedgehog,TRUE,59739.jpg
Edwin Henry Landseer,1837,animal painting,458.0,688.0,48721.0,wikiart,Romanticism,The Falcon,TRUE,63556.jpg
Edwin Henry Landseer,1858,animal painting,567.0,473.0,51989.0,wikipedia,Romanticism,Doubtful Crumbs ,TRUE,75934.jpg
Edwin Henry Landseer,,animal painting,764.0,627.0,88366.0,wikiart,Romanticism,The Champion,TRUE,47335.jpg
Edwin Henry Landseer,1839,animal painting,484.0,619.0,17448.0,wikiart,Romanticism,Dignity and Impudence,TRUE,91895.jpg
Edwin Henry Landseer,,wildlife painting,2316.0,2228.0,2363354.0,wikiart,Romanticism,The Monarch of the Glen,TRUE,83078.jpg
Edwin Henry Landseer,1848,animal painting,720.0,562.0,123751.0,wikiart,Romanticism,Alexander and Diogenes,TRUE,31358.jpg
Edwin Henry Landseer,1841,animal painting,463.0,344.0,28775.0,wikiart,Romanticism,"Eos, A Favorite Greyhound of Prince Albert",TRUE,48513.jpg
Edwin Lord Weeks,,genre painting,786.0,1000.0,575327.0,wikiart,Orientalism,"Gate Of The Fortress At Agra, India",TRUE,100078.jpg
Edwin Lord Weeks,c.1895,genre painting,2061.0,3242.0,1028931.0,wikiart,Orientalism,"Royal Elephant at the Gateway to the Jami Masjid, Mathura",TRUE,49495.jpg
Edwin Lord Weeks,c.1880,interior,1023.0,796.0,199838.0,wikiart,Orientalism,Interior of the Mosque at Cordoba,TRUE,65101.jpg
Edwin Lord Weeks,1884,genre painting,1088.0,720.0,1106438.0,wikiart,Orientalism,The Last Voyage,TRUE,98346.jpg
Edwin Lord Weeks,,genre painting,820.0,1000.0,665788.0,wikipedia,Orientalism,"Blue Tiled Mosque At Delhi, India",TRUE,23379.jpg
Edwin Lord Weeks,,genre painting,791.0,1000.0,632898.0,wikiart,Orientalism,Rajah Starting On A Hunt,TRUE,62297.jpg
Edwin Lord Weeks,1883,cityscape,890.0,1137.0,1422734.0,wikiart,Orientalism,"White Marble Tomb at Suittitor, Skiri",TRUE,49111.jpg
Edwin Lord Weeks,1892,genre painting,591.0,881.0,589352.0,wikiart,Orientalism,"Birdhouse and Market Ahmedabad, India",TRUE,69873.jpg
El Greco,1570,religious painting,1030.0,866.0,191375.0,wikipedia,Mannerism (Late Renaissance),Mount Sinai ,TRUE,1990.jpg
El Greco,1595,religious painting,712.0,1000.0,127283.0,wikiart,Mannerism (Late Renaissance),St. Francis praying,TRUE,80267.jpg
El Greco,c.1595,religious painting,700.0,1539.0,232691.0,wikiart,Mannerism (Late Renaissance),The Resurrection,TRUE,30926.jpg
El Greco,1591,religious painting,1014.0,1000.0,183866.0,wikiart,Mannerism (Late Renaissance),Coronation of the Virgin,TRUE,38381.jpg
El Greco,c.1570,religious painting,552.0,650.0,132139.0,wikiart,Mannerism (Late Renaissance),The Entombment of Christ,TRUE,28839.jpg
El Greco,c.1595,portrait,754.0,800.0,87263.0,wikiart,Mannerism (Late Renaissance),Poet Ercilla y Zuniga by El Greco,TRUE,14493.jpg
El Greco,1599,religious painting,387.0,800.0,73575.0,wikipedia,Mannerism (Late Renaissance),St. Joseph and the Christ Child,TRUE,71834.jpg
El Greco,c.1600,religious painting,580.0,1457.0,226556.0,wikipedia,Mannerism (Late Renaissance),The Baptism,TRUE,17550.jpg
Elaine de Kooning,1983,abstract,395.0,480.0,112748.0,wikiart,Abstract Expressionism,Bacchus,TRUE,73043.jpg
Elaine de Kooning,1970,abstract,608.0,480.0,167509.0,wikiart,Abstract Expressionism,Italian Summer #28,TRUE,22757.jpg
Elaine de Kooning,1965,abstract,550.0,409.0,163178.0,wikiart,Abstract Expressionism,Untitled,TRUE,75753.jpg
Elaine de Kooning,1985,animal painting,640.0,447.0,375145.0,wikiart,Abstract Expressionism,Torchlight Cave Drawing I,TRUE,57277.jpg
Elaine de Kooning,1987,animal painting,633.0,480.0,177372.0,wikiart,Abstract Expressionism,Glass Wall,TRUE,100396.jpg
Elaine de Kooning,1959,figurative,640.0,473.0,305791.0,wikiart,Abstract Expressionism,Charging Bull No. 7,TRUE,20760.jpg
Elaine de Kooning,1982,figurative,381.0,480.0,120099.0,wikiart,Abstract Expressionism,Bacchus #69 (purple and green),TRUE,102879.jpg
Elaine de Kooning,1957,abstract,500.0,438.0,80587.0,wikiart,Abstract Expressionism,Sunday Afternoon ,TRUE,81536.jpg
Elmer Bischoff,1958.0,portrait,500.0,396.0,28473.0,wikiart,Expressionism,Man and Lavender Sky,TRUE,13753.jpg
Elmer Bischoff,1954.0,genre painting,542.0,480.0,123079.0,wikiart,Expressionism,Green Bathtub,TRUE,20006.jpg
Elmer Bischoff,1967.0,marina,570.0,490.0,198742.0,wikiart,Expressionism,Boats,TRUE,24432.jpg
Elmer Bischoff,1964.0,nude painting (nu),483.0,480.0,136021.0,wikiart,Expressionism,Figure with White Lake,TRUE,29146.jpg
Elmer Bischoff,1969.0,landscape,500.0,586.0,56527.0,wikiart,Expressionism,Green Lampshade,TRUE,29458.jpg
Elmer Bischoff,1957.0,landscape,500.0,580.0,72330.0,wikiart,Abstract Expressionism,Houses and Hills,TRUE,50878.jpg
Elmer Bischoff,1969.0,genre painting,505.0,475.0,49069.0,wikiart,Expressionism,Glass Chandelier,TRUE,81657.jpg
Elmer Bischoff,1957.0,portrait,1800.0,1611.0,243178.0,wikiart,Expressionism,Figure in Landscape,TRUE,50620.jpg
Emil Carlsen,1904.0,landscape,500.0,407.0,205929.0,wikiart,Impressionism,October Summer,TRUE,84312.jpg
Emil Carlsen,1910.0,landscape,577.0,480.0,194391.0,wikiart,Impressionism,Spring Landscape,TRUE,84958.jpg
Emil Carlsen,,still life,500.0,496.0,43711.0,wikiart,Realism,Still Life with Self Portrait,TRUE,21365.jpg
Emil Carlsen,,cloudscape,570.0,478.0,159238.0,wikiart,Impressionism,Study of Clouds,TRUE,13129.jpg
Emil Carlsen,1906.0,still life,600.0,540.0,40889.0,wikiart,Realism,Study in Grey,TRUE,94421.jpg
Emil Carlsen,1890.0,still life,565.0,570.0,212958.0,wikiart,Realism,Still life with grapes & pewter flagon,TRUE,43360.jpg
Emil Carlsen,1886.0,genre painting,362.0,480.0,119710.0,wikiart,Academicism,Arranging Flowers,TRUE,75139.jpg
Emil Carlsen,1882.0,landscape,570.0,420.0,208756.0,wikiart,Impressionism,Summer Mist,TRUE,33036.jpg
Emile Bernard,1895,portrait,604.0,800.0,149095.0,wikiart,Post-Impressionism,African Woman,TRUE,86037.jpg
Emile Bernard,1900,portrait,753.0,580.0,137258.0,wikiart,Post-Impressionism,The smoking Hashish,TRUE,61748.jpg
Emile Bernard,1888,genre painting,600.0,480.0,53909.0,wikiart,Cloisonnism,Buckwheat Harvesters at Pont Aven,TRUE,48426.jpg
Emile Bernard,1887,genre painting,475.0,380.0,89992.0,wikiart,Post-Impressionism,"Young Woman in Kimono, Reading",TRUE,78558.jpg
Emile Bernard,1888,self-portrait,475.0,398.0,76115.0,wikiart,Synthetism,Self-Portrait with Portrait of Gauguin,TRUE,83341.jpg
Emile Bernard,1908,nude painting (nu),475.0,381.0,67002.0,wikiart,Post-Impressionism,"After the Bath, The Nymphs",TRUE,64300.jpg
Emile Bernard,1890,genre painting,600.0,404.0,43819.0,wikiart,Synthetism,Breton Woman at Haystacks,TRUE,22408.jpg
Emile Bernard,1890,religious painting,475.0,383.0,83542.0,wikiart,Synthetism,Annunciation,TRUE,20528.jpg
Emile Claus,1900.0,portrait,733.0,593.0,166942.0,wikiart,Luminism,Portrait de Madame Claus,TRUE,92630.jpg
Emile Claus,,genre painting,1000.0,621.0,185587.0,wikiart,Luminism,Picking Blossoms,TRUE,89869.jpg
Emile Claus,,genre painting,1000.0,1419.0,286189.0,wikiart,Realism,Afternoon Along The River,TRUE,96530.jpg
Emile Claus,,genre painting,1096.0,695.0,220112.0,wikiart,Realism,A Meeting on the Bridge,TRUE,1574.jpg
Emile Claus,1893.0,genre painting,800.0,517.0,83972.0,wikiart,Luminism,Summer,TRUE,82361.jpg
Emile Claus,1899.0,cityscape,746.0,600.0,214660.0,wikiart,Luminism,Canal in Zeeland,TRUE,26211.jpg
Emile Claus,1904.0,genre painting,1280.0,994.0,421398.0,wikiart,Luminism,Flax harvesting,TRUE,99768.jpg
Emile Claus,1891.0,genre painting,800.0,559.0,72789.0,wikiart,Luminism,The Ice Birds,TRUE,42068.jpg
Emile Galle,1889.0,design,379.0,570.0,85774.0,wikiart,Art Nouveau (Modern),"Chine, Vase parlant",TRUE,77015.jpg
Emile Galle,1890.0,,352.0,570.0,125585.0,wikiart,Art Nouveau (Modern),Cigales Vase,TRUE,47775.jpg
Emile Galle,1900.0,design,570.0,570.0,126326.0,wikiart,Art Nouveau (Modern),Papillon Verre Parlant Vase,TRUE,71647.jpg
Emile Galle,1900.0,design,311.0,570.0,54040.0,wikiart,Art Nouveau (Modern),Fireflies,TRUE,39922.jpg
Emile Galle,1898.0,design,464.0,570.0,90868.0,wikiart,Art Nouveau (Modern),Pavot,TRUE,4631.jpg
Emile Galle,,portrait,415.0,570.0,183904.0,wikiart,Art Nouveau (Modern),In front of the swing mirror,TRUE,55138.jpg
Emile Galle,1900.0,design,570.0,570.0,120313.0,wikiart,Art Nouveau (Modern),Apple Blossom Vase,TRUE,69304.jpg
Emile Galle,1900.0,design,570.0,570.0,111792.0,wikiart,Art Nouveau (Modern),Pagoda Lamp,TRUE,48018.jpg
Emiliano Di Cavalcanti,,genre painting,764.0,944.0,122566.0,wikiart,Modernismo,Women from Bahai,TRUE,25021.jpg
Emiliano Di Cavalcanti,1957.0,genre painting,533.0,570.0,283617.0,wikiart,Modernismo,A Carioca,TRUE,6304.jpg
Emiliano Di Cavalcanti,1928.0,portrait,530.0,475.0,152577.0,wikiart,Modernismo,Mulatas,TRUE,79566.jpg
Emiliano Di Cavalcanti,,genre painting,296.0,512.0,157392.0,wikiart,Modernismo,Baianas,TRUE,69449.jpg
Emiliano Di Cavalcanti,1925.0,genre painting,434.0,500.0,76138.0,wikiart,Modernismo,Samba,TRUE,47327.jpg
Emiliano Di Cavalcanti,1954.0,portrait,349.0,512.0,170225.0,wikiart,Modernismo,Músicos,TRUE,37205.jpg
Emiliano Di Cavalcanti,1967.0,portrait,420.0,570.0,211413.0,wikiart,Modernismo,Mulata e Pássaros,TRUE,20952.jpg
Emiliano Di Cavalcanti,1956.0,genre painting,512.0,396.0,117772.0,wikiart,Modernismo,Untitled,TRUE,102876.jpg
Emilio Grau Sala,1963.0,landscape,3425.0,2835.0,980990.0,wikiart,Fauvism,The Beach of Le Havre,TRUE,54878.jpg
Emilio Grau Sala,1937.0,genre painting,2260.0,2772.0,1516604.0,wikiart,Fauvism,Flicka med parasoll,TRUE,61855.jpg
Emilio Grau Sala,,genre painting,1024.0,828.0,68657.0,wikiart,Fauvism,La Lecture,TRUE,30206.jpg
Emilio Grau Sala,1965.0,genre painting,1049.0,856.0,109886.0,wikiart,Fauvism,Marché,TRUE,88131.jpg
Emilio Grau Sala,1965.0,genre painting,1250.0,987.0,704127.0,wikiart,Fauvism,Woman and a Birdcage,TRUE,56972.jpg
Emilio Grau Sala,1962.0,genre painting,600.0,490.0,179673.0,wikiart,Fauvism,Paddock a Deauville,TRUE,26949.jpg
Emilio Grau Sala,,genre painting,393.0,500.0,59785.0,wikiart,Fauvism,Champs Elysees,TRUE,32444.jpg
Emilio Grau Sala,1958.0,genre painting,750.0,370.0,61470.0,wikiart,Fauvism,Deauville,TRUE,91553.jpg
Emmerico Nunes,1922.0,caricature,782.0,1024.0,202724.0,wikiart,Art Nouveau (Modern),"Untitled (published in Meggendorfer Blätter, N.º1646, 13-7-1922)",TRUE,63626.jpg
Emmerico Nunes,,caricature,1200.0,1600.0,262704.0,wikiart,Art Nouveau (Modern),unknown title,TRUE,15682.jpg
Emmerico Nunes,,caricature,500.0,512.0,233940.0,wikiart,Art Nouveau (Modern),Untitled,TRUE,48167.jpg
Emmerico Nunes,,caricature,500.0,398.0,221928.0,wikiart,Art Nouveau (Modern),Untitled,TRUE,38683.jpg
